id,email,phone,reviews,weibo,offline_government_id,google,facebook,selfie,work_email
1001074,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1031737,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1167402,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1169166,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1186584,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1058663,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1042951,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186513,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1110126,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1137494,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1009904,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1120941,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1076195,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1001439,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1067546,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1044642,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1060289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1085895,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1099645,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1009106,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1192848,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1136997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1063939,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1166978,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1128441,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1020506,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1083355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1089296,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1156173,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1106116,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1157771,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1054862,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1080615,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1105086,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1078885,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1083085,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1135679,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1186862,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1188795,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1047835,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1166312,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1055270,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1024985,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1163113,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1162145,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1173236,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1060091,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1132343,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172360,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1084917,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1079944,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1157763,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1097909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1105074,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1062625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1009823,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1185942,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1027027,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1192578,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1074451,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1001295,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1178574,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1173070,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1100442,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1026087,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1158532,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1183715,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1101459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1134616,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1051557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1102620,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1111254,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1016067,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1112262,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1198284,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1023410,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1104936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1171277,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1065278,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1019141,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1145497,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121448,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1025425,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1094379,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1180556,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1050378,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1091909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1165964,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1178149,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1171545,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1145717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010812,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1201886,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1026712,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1129778,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1045208,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1029165,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1193925,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1078331,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1164445,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1131349,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1041327,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1151917,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1032131,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1175282,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1142482,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1066445,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1188692,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1077446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023983,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1037301,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1070001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1029180,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1055251,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1081351,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1171056,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1140571,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1022163,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1151724,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1123294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069092,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1122267,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1142866,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1105963,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1002340,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1164294,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1069097,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1021051,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1016875,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1180533,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1192205,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1037227,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1170754,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1102052,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1049930,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050972,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1110799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078868,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183397,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1016552,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1090873,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1090410,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1063494,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1074408,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1173562,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1023477,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1002720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122391,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1097337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1052424,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1135655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1134464,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1016533,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1180805,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1041143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064519,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
